title;isbn;eisbn;pid
Ernest Hemingway and the Geography of Memory;9781606350423;9781612775050;9781612775050
An Unencumbered Heart;9781576591925;9781576592847;9781576592847
Reagan on War;9781603442596;9781603445771;9781603445771
Border Bandits;9780292718623;9780292794085;9780292794085
Deaf Learners;9781563682858;9781563683749;9781563683749
Néologie canadienne de Jacques Viger;9782760304796;9782760316614;9782760316614
The Celestial Tradition;9780889202023;9780889205789;9780889205789
Women of the Right;9780271052151;9780271053905;9780271053905
How to House the Homeless;9780871544544;9781610447294;9781610447294
Norwegian-English Dictionary;9780299038748;9780299038731;9780299038731
The House on Lemon Street;9781607321651;9781607321668;9781607321668
Citizenship and Crisis;9780871540522;9781610446136;9781610446136
Unmarried Couples with Children;9780871542854;9781610441865;9781610441865
Higher Ground;9780871543257;9781610441728;9781610441728
Tiny Publics;9780871544322;9781610447744;9781610447744
Tarnished Rings;9780815632900;9780815650874;9780815650874
Such a Rare Thing;9780873389815;9781612775890;9781612775890
Low-Wage Work in Germany;9780871540621;9781610440769;9781610440769
Century of Difference;9780871543523;9781610442060;9781610442060
Families That Work;9780871543561;9781610442510;9781610442510
Spin Cycle;9780871543394;9781610442855;9781610442855
Inheriting the City;9780871544780;9781610446556;9781610446556
The Diversity Paradox;9780871540416;9781610446617;9781610446617
Designing Democratic Government;9780871545183;9781610443500;9781610443500
Low-Wage Work in the United Kingdom;9780871545633;9781610443647;9781610443647
Choice Over Time;9780871545589;9781610443654;9781610443654
New Faces in New Places;9780871545862;9781610443814;9781610443814
Brokered Boundaries;9780871545794;9781610446662;9781610446662
Trust and Reciprocity;9780871546470;9781610444347;9781610444347
Counted Out;9780871546876;9781610447201;9781610447201
Do Prisons Make Us Safer?;9780871548603;9781610444651;9781610444651
Missing Links, The;9780871547095;9781610444668;9781610444668
Financing Low Income Communities;9780871547118;9781610444811;9781610444811
Low-Wage Work in the Netherlands;9780871547705;9781610444842;9781610444842
Generations of Exclusion;9780871548481;9781610445283;9781610445283
Big Structures, Large Processes, Huge Comparisons;9780871548795;9781610447720;9781610447720
Do Emotions Help or Hurt Decisionmaking?;9780871548771;9781610445436;9781610445436
Low-Wage Work in Denmark;9780871548962;9781610445542;9781610445542
Bodies That Remember;9780815632634;9780815650591;9780815650591
Embracing the Divine;9780815632610;9780815650577;9780815650577
The Case of the Green Turtle;9781421405797;9781421406190;9781421406190
Thinking without Thinking in the Victorian Novel;9781421405919;9781421406473;9781421406473
Dog Eat Dog;9780821419946;9780821444139;9780821444139
Will Eisner;9781617031267;9781617031281;9781617031281
Contributions to Philosophy (Of the Event);9780253001139;9780253001276;9780253001276
America in the Forties;9780815632924;9780815650614;9780815650614
The Civil Society Reader;9781584652786;9781584658313;9781584658313
Levirate Marriage and the Family in Ancient Judaism;9781584657811;9781584658252;9781584658252
The Three-Legged Woman and Other Excursions in Teaching;9781584659273;9781584659525;9781584659525
Blacks at Harvard;9780814779736;9780814788974;9780814788974
Law, Gender, and Injustice;9780814735091;9780814773260;9780814773260
Studies in the Short Fiction of Mahfouz and Idris;9780814754740;9780814763216;9780814763216
Dancing in Chains;9780814761786;9780814762639;9780814762639
Wrong for All the Right Reasons;9780814755433;9780814759677;9780814759677
Was Blind, But Now I See;9780814726433;9780814728871;9780814728871
War or Peace?;9780814712702;9780814725030;9780814725030
A Law of Her Own;9780814726761;9780814723937;9780814723937
The Atlas of American Society;9780814726266;9780814707876;9780814707876
The Normative Thought of Charles S. Peirce;9780823242443;9780823246250;9780823246250
State of Sovereignty, The;9781438437859;9781438437866;9781438437866
Violence and the Philosophical Imaginary;9781438440316;9781438440323;9781438440323
Waiting for America;9780815609971;9780815651802;9780815651802
Books Without Borders in Enlightenment Europe;9780812243895;9780812206449;9780812206449
Freebooters and Smugglers;9781557288585;9781610751643;9781610751643
Life, Fish and Mangroves;9780776607283;9780776619866;9780776619866
Urban and Regional Policy and Its Effects;9780815722847;9780815722854;9780815722854
Brothers Born of One Mother;9780813932415;9780813932422;9780813932422
The Buddha Side;9780824835989;9780824865856;9780824865856
East Asia and the Global Economy;9780801885938;9780801895883;9780801895883
The Illusory Boundary;9780813929880;9780813930534;9780813930534
Emily Davies;9780813922324;9780813923918;9780813923918
After-words;9780295984063;9780295803142;9780295803142
Reading Orientalism;9780295987521;9780295802626;9780295802626
The Work of Print;9780295987576;9780295801759;9780295801759
MC5;9780814334850;9780814337110;9780814337110
Protecting Heritage in the Caribbean;9780817356675;9780817383909;9780817383909
Moses, Jesus, and the Trickster in the Evangelical South;9780820334110;9780820343747;9780820343747
The Promise of Wilderness;9780295991757;9780295804224;9780295804224
The Life of Hon. William F. Cody, Known as Buffalo Bill;9780803232914;9780803271340;9780803271340
Monk's Tale;9780268035228;9780268086831;9780268086831
The Wesleyan Tradition;9780819522108;9780819570949;9780819570949
Mirrors and Scrims;9780819568755;9780819571137;9780819571137
Companion Spider;9780819564825;9780819570581;9780819570581
Four Jazz Lives;9780472089673;9780472022649;9780472022649
Transnational Desires;9780826518224;9780826518248;9780826518248
What Motivates Cultural Progressives;9781602584631;9781602584655;9781602584655
When Magoo Flew;9780819569141;9780819572707;9780819572707
Bodies and Books;9780812244151;9780812206180;9780812206180
Building Fortress Europe;9780812244281;9780812206609;9780812206609
Political Gastronomy;9780812244182;9780812207156;9780812207156
Adiós Muchachos;9780822350873;9780822394594;9780822394594
Contemporary Carioca;9780822351559;9780822394884;9780822394884
Beyond the Lettered City;9780822351283;9780822394754;9780822394754
Histories of Race and Racism;9780822350439;9780822394334;9780822394334
Chocolate and Corn Flour;9780822351320;9780822394778;9780822394778
The Flower and the Scorpion;9780822351511;9780822394860;9780822394860
Patients of the State;9780822352594;9780822395287;9780822395287
Distant Publics;9780822962045;9780822978015;9780822978015
Classic Yiddish Stories of S. Y. Abramovitsh, Sholem Aleichem, and I. L. Peretz;9780815632917;9780815650881;9780815650881
Early Modern Virginia;9780813931494;9780813931708;9780813931708
Community-Based Collaboration;9780813931531;9780813931593;9780813931593
Blueprints for Battle;9780813136516;9780813136523;9780813136523
Gay, Lesbian, Bisexual, and Transgender Aging;9781421403205;9781421404059;9781421404059
Topic and Discourse Structure in West Greenlandic Agreement Constructions;9780803216457;9780803226869;9780803226869
Hamann and the Tradition;9780810127982;9780810166080;9780810166080
This Land;9780801884191;9780801889172;9780801889172
The Dream of a Broken Field;9780803234819;9780803236073;9780803236073
The French Colonial Mind, Volume 1;9780803220935;9780803233904;9780803233904
Founding Friendship;9780813918822;9780813929125;9780813929125
Toward Stonewall;9780813922119;9780813923963;9780813923963
Salt;9781606350140;9781612775715;9781612775715
Landing in Las Vegas;9780874178722;9780874178760;9780874178760
Nevada's Changing Wildlife Habitat;9780874178715;9780874178784;9780874178784
Atomic Comics;9780874178746;9780874178791;9780874178791
Slavic Sins of the Flesh;9781584657675;9781584658245;9781584658245
Political Contingency;9780814740965;9780814708828;9780814708828
Thinking in Dark Times:Hannah Arendt on Ethics and Politics;9780823230754;9780823248544;9780823248544
Deadwood;9780814334492;9780814336601;9780814336601
Frogs and Toads in Your Pocket;9781609380595;9781609380601;9781609380601
Empires of Entertainment;9780813550527;9780813550862;9780813550862
Maximum Movies - Pulp Fictions;9780813550619;9780813551036;9780813551036
A Constructive Theology of Intellectual Disability:Human Being as Mutuality and Response;9780823239405;9780823249299;9780823249299
Beyond the Mushroom Cloud:Commemoration, Religion, and Responsibility after Hiroshima;9780823240500;9780823249312;9780823249312
Conversations on Peirce:Reals and Ideals;9780823234677;9780823249329;9780823249329
Cosmology, Ecology, and the Energy of God;9780823238958;9780823249336;9780823249336
Genealogies of Fiction:Women Warriors and the Medieval Imagination in the Orlando furioso;9780823240371;9780823249381;9780823249381
Miracle and Machine:Jacques Derrida and the Two Sources of Religion, Science, and the Media;9780823239979;9780823249411;9780823249411
On Earth As In Heaven:Ecological Vision and Initiatives of Ecumenical Patriarch Bartholomew;9780823238859;9780823249459;9780823249459
Things:Religion and the Question of Materiality;9780823239450;9780823246533;9780823246533
Math Goes to the Movies;9781421404837;9781421406084;9781421406084
Identity Theft and Fraud;9780776607771;9780776619927;9780776619927
On the Shoreline of Knowledge;9781609381127;9781609381301;9781609381301
The Farm at Holstein Dip;9781609381172;9781609381356;9781609381356
Detailing Trauma;9781609381288;9781609381431;9781609381431
Beyond Health, Beyond Choice;9780813553030;9780813553160;9780813553160
Learning the Hard Way;9780813553696;9780813553702;9780813553702
Because You Have To;9780268028930;9780268079765;9780268079765
Racial Indigestion;9780814738375;9780814738375;9780814738375
Jury Decision Making;9780814704981;9780814704981;9780814704981
Of Duty Well and Faithfully Done;9780803219106;9780803235007;9780803235007
Songs in Sepia and Black and White;9780253006325;9780253006363;9780253006363
Respectfully Yours: Signed and Sealed, Francis of Assisi;9781576591789;9781576592724;9781576592724
Best of Times, Worst of Times;9781584657989;9781584658801;9781584658801
Transcendental Resistance;9781584659365;9781584659488;9781584659488
Flickers of Desire;9780813550145;9780813550725;9780813550725
Faith, Resistance, and the Future:Daniel Berrigan's Challenge to Catholic Social Thought;9780823239825;9780823249367;9780823249367
New York's Golden Age of Bridges;9780823240654;9780823249442;9780823249442
The Mother in the Age of Mechanical Reproduction:Psychoanalysis, Photography, Deconstruction;9780823240555;9780823249510;9780823249510
The Pain of Reformation:Spenser, Vulnerability, and the Ethics of Masculinity;9780823239108;9780823249527;9780823249527
Precipice or Crossroads?;9781438444925;9781438444949;9781438444949
From Gift to Commodity;9781611683073;9781611683110;9781611683110
Openings;9781602585836;9781602585850;9781602585850
Matrix Computations and Semiseparable Matrices;9780801887147;9780801896798;9780801896798
Countercultural Conservatives;9780299285241;9780299285234;9780299285234
Windy City Queer;9780299284046;9780299284039;9780299284039
Cranberry Red;9780299247706;9780299247737;9780299247737
The University and the People;9780299284640;9780299284633;9780299284633
Tourism, Landscape, and the Irish Character;9780299225247;9780299225230;9780299225230
US Expansionism;9780299058548;9780299058531;9780299058531
Murder in Lascaux;9780299284206;9780299284237;9780299284237
Siberian Journey;9780299026745;9780299026738;9780299026738
The Franco Regime, 1936–1975;9780299110741;9780299110734;9780299110734
The Green Suit;9780299283643;9780299283636;9780299283636
I Hear Voices;9780299285746;9780299285739;9780299285739
John Ledyard's Journey through Russia and Siberia, 1787–1788;9780299042240;9780299042233;9780299042233
Lorine Niedecker;9780299285005;9780299285036;9780299285036
Doubt, Atheism, and the Nineteenth-Century Russian Intelligentsia;9780299284442;9780299284435;9780299284435
Feeding the Russian Fur Trade;9780299052348;9780299052331;9780299052331
Geology of the Ice Age National Scenic Trail;9780299284848;9780299284831;9780299284831
The Legacy of Avery Cardinal Dulles, S.J.:His Words and His Witness;9780823239603;9780823249503;9780823249503
Thinking about Thinking:What Kind of Conversation is Philosophy?;9780823240173;9780823249534;9780823249534
Korea's Future and The Great Powers;9780295981291;9780295801278;9780295801278
Missing the Breast;9780295986111;9780295801742;9780295801742
Open Wounds;9780295986456;9780295803166;9780295803166
“The Events of October”;9780814334720;9780814336922;9780814336922
Hitchcock’s British Films;9780814334942;9780814337035;9780814337035
On Michael Haneke;9780814334058;9780814336991;9780814336991
Virgin Territory;9780814333181;9780814336953;9780814336953
