pid;issn;eissn;doi;title;pidurl;pidurltoc;subjectcategory;primarysubectarea;originalcompany;media
JPH;0931-1785;1439-0434;10.1111/(ISSN)1439-0434;JOURNAL OF PHYTOPATHOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1439-0434;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1439-0434/issues;Life Sciences;Plant Pathology;Blackwell;Print & Online
JPI;0742-3098;1600-079X;10.1111/(ISSN)1600-079X;JOURNAL OF PINEAL RESEARCH (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-079X;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-079X/issues;Life Sciences;Neuroscience;Blackwell;Online
2045;1436-8730;1522-2624;10.1002/(ISSN)1522-2624;JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2624;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2624/issues;Earth and Environmental Science;Plant Science;Wiley;Print & Online
PAM;0276-8739;1520-6688;10.1002/(ISSN)1520-6688;JOURNAL OF POLICY ANALYSIS AND MANAGEMENT;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6688;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6688/issues;Business, Economics, Finance and Accounting    ;Public Administration;Wiley;Print & Online
JPPI;1741-1122;1741-1130;10.1111/(ISSN)1741-1130;JOURNAL OF POLICY AND PRACTICE IN INTELLECTUAL DISABILITIES;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1741-1130;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1741-1130/issues;Medical, Veterinary and Health Sciences;Intellectual Disability;Blackwell;Print & Online
JOPP;0963-8016;1467-9760;10.1111/(ISSN)1467-9760;THE JOURNAL OF POLITICAL PHILOSOPHY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9760;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9760/issues;Humanities and Social Sciences;Political & Economic Philosophy;Blackwell;Print & Online
POL;0360-6376;1099-0518;10.1002/(ISSN)1542-6238;JOURNAL OF POLYMER SCIENCE (IN TWO SECTIONS);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1542-6238;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1542-6238/issues;Polymers and Materials Science;Polymer Synthesis;Wiley;Print & Online
JPCU;0022-3840;1540-5931;10.1111/(ISSN)1540-5931;THE JOURNAL OF POPULAR CULTURE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-5931;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-5931/issues;Humanities and Social Sciences;Popular Culture;Blackwell;Print & Online
JPMS;1524-2226;1533-1598;10.1111/(ISSN)1533-1598;JOURNAL OF POPULAR MUSIC STUDIES;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1533-1598;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1533-1598/issues;Humanities and Social Sciences;Music;Blackwell;Print & Online
JPIM;0737-6782;1540-5885;10.1111/(ISSN)1540-5885;THE JOURNAL OF PRODUCT INNOVATION MANAGEMENT;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-5885;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-5885/issues;Business, Economics, Finance and Accounting    ;Creativity & Innovation Management;Blackwell;Print & Online
JOPR;1059-941X;1532-849X;10.1111/(ISSN)1532-849X;JOURNAL OF PROSTHODONTICS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1532-849X;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1532-849X/issues;Medical, Veterinary and Health Sciences;Prosthodontics;Blackwell;Print & Online
JPM;1351-0126;1365-2850;10.1111/(ISSN)1365-2850;JOURNAL OF PSYCHIATRIC & MENTAL HEALTH NURSING;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2850;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2850/issues;Medical, Veterinary and Health Sciences;Nursing General;Blackwell;Print & Online
JPOC;2041-8418;2041-8426;10.1002/(ISSN)2041-8426;JOURNAL OF PSYCHOLOGICAL ISSUES IN ORGANIZATIONAL CULTURE;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2041-8426;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2041-8426/issues;Psychology;Clinical Psychology;Wiley;Print & Online
PA;1472-3891;1479-1854;10.1002/(ISSN)1479-1854;JOURNAL OF PUBLIC AFFAIRS (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1479-1854;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1479-1854/issues;Business, Economics, Finance and Accounting    ;General & Introductory Business & Management;Wiley;Online
JPET;1097-3923;1467-9779;10.1111/(ISSN)1467-9779;JOURNAL OF PUBLIC ECONOMIC THEORY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9779;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9779/issues;Business, Economics, Finance and Accounting    ;Public Economics;Blackwell;Print & Online
JPHD;0022-4006;1752-7325;10.1111/(ISSN)1752-7325;JOURNAL OF PUBLIC HEALTH DENTISTRY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1752-7325;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1752-7325/issues;Medical, Veterinary and Health Sciences;Community Dentistry & Public Health;Blackwell;Print & Online
JQS;0267-8179;1099-1417;10.1002/(ISSN)1099-1417;JOURNAL OF QUATERNARY SCIENCE;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1417;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1417/issues;Humanities and Social Sciences;Quaternary Science & Glaciology;Wiley;Print & Online
JRS;0377-0486;1097-4555;10.1002/(ISSN)1097-4555;JOURNAL OF RAMAN SPECTROSCOPY;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-4555;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-4555/issues;Chemistry   ;Spectroscopy;Wiley;Print & Online
JORS;0022-4146;1467-9787;10.1111/(ISSN)1467-9787;JOURNAL OF REGIONAL SCIENCE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9787;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9787/issues;Humanities and Social Sciences;Regional Studies;Blackwell;Print & Online
JORE;0384-9694;1467-9795;10.1111/(ISSN)1467-9795;JOURNAL OF RELIGIOUS ETHICS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9795;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9795/issues;Humanities and Social Sciences;Religious Ethics;Blackwell;Print & Online
JORH;0022-4227;1467-9809;10.1111/(ISSN)1467-9809;JOURNAL OF RELIGIOUS HISTORY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9809;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9809/issues;Humanities and Social Sciences;History of Religion;Blackwell;Print & Online
JORC;1755-6678;1755-6686;10.1111/(ISSN)1755-6686;JOURNAL OF RENAL CARE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-6686;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-6686/issues;Medical, Veterinary and Health Sciences;Nursing General;Blackwell;Print & Online
JRIR;0141-0423;1467-9817;10.1111/(ISSN)1467-9817;JOURNAL OF RESEARCH IN READING;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9817;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9817/issues;Education;Literacy & Reading;Blackwell;Print & Online
TEA;0022-4308;1098-2736;10.1002/(ISSN)1098-2736;JOURNAL OF RESEARCH IN SCIENCE TEACHING;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2736;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2736/issues;Education;Science;Wiley;Print & Online
JRS3;;1471-3802;10.1111/(ISSN)1541-4329;JOURNAL OF RESEARCH IN SPECIAL EDUCATIONAL NEEDS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1541-4329;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1541-4329/issues;Education;Special Educational Needs;Blackwell;Online
JORA;1050-8392;1532-7795;10.1111/(ISSN)1532-7795;JOURNAL OF RESEARCH ON ADOLESCENCE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1532-7795;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1532-7795/issues;Psychology;Developmental Psychology;Blackwell;Print & Online
JORI;0022-4367;1539-6975;10.1111/(ISSN)1539-6975;JOURNAL OF RISK AND INSURANCE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1539-6975;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1539-6975/issues;Business, Economics, Finance and Accounting    ;Insurance & Risk Management;Blackwell;Print & Online
JRH;0890-765X;1748-0361;10.1111/(ISSN)1748-0361;THE JOURNAL OF RURAL HEALTH;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-0361;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-0361/issues;Medical, Veterinary and Health Sciences;Consumer Health General;Blackwell;Print & Online
JOSH;0022-4391;1746-1561;10.1111/(ISSN)1746-1561;JOURNAL OF SCHOOL HEALTH;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1746-1561;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1746-1561/issues;Medical, Veterinary and Health Sciences;Child & Family Health & Social Care;Blackwell;Print & Online
JOSS;0887-8250;1745-459X;10.1111/(ISSN)1745-459X;JOURNAL OF SENSORY STUDIES (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-459X;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-459X/issues;Chemistry   ;General & Introductory Food Science & Technology;Blackwell;Online
2259;1615-9306;1615-9314;10.1002/(ISSN)1615-9314;JOURNAL OF SEPARATION SCIENCE;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1615-9314;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1615-9314/issues;Chemistry   ;Proteins & Macromolecules;Wiley;Print & Online
JSM;1743-6095;1743-6109;10.1111/(ISSN)1743-6109;THE JOURNAL OF SEXUAL MEDICINE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1743-6109;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1743-6109/issues;Medical, Veterinary and Health Sciences;Sexual Medicine;Blackwell;Print & Online
JSR;0962-1105;1365-2869;10.1111/(ISSN)1365-2869;JOURNAL OF SLEEP RESEARCH (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2869;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2869/issues;Medical, Veterinary and Health Sciences;Neurology;Blackwell;Online
JSAP;0022-4510;1748-5827;10.1111/(ISSN)1748-5827;JOURNAL OF SMALL ANIMAL PRACTICE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-5827;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-5827/issues;Medical, Veterinary and Health Sciences;Veterinary Medicine - Small Animal General;Blackwell;Print & Online
JSBM;0047-2778;1540-627X;10.1111/(ISSN)1540-627X;JOURNAL OF SMALL BUSINESS MANAGEMENT;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-627X;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-627X/issues;Business, Economics, Finance and Accounting    ;Strategic Management;Blackwell;Print & Online
JOSI;0022-4537;1540-4560;10.1111/(ISSN)1540-4560;JOURNAL OF SOCIAL ISSUES;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-4560;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-4560/issues;Psychology;Social Psychology;Blackwell;Print & Online
JOSP;0047-2786;1467-9833;10.1111/(ISSN)1467-9833;JOURNAL OF SOCIAL PHILOSOPHY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9833;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9833/issues;Humanities and Social Sciences;Social Philosophy;Blackwell;Print & Online
JOSL;1360-6441;1467-9841;10.1111/(ISSN)1467-9841;JOURNAL OF SOCIOLINGUISTICS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9841;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9841/issues;Humanities and Social Sciences;Sociolinguistics;Blackwell;Print & Online
SMR;2047-7473;2047-7481;10.1002/(ISSN)2047-7481;JOURNAL OF SOFTWARE: EVOLUTION AND PROCESS (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2047-7481;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2047-7481/issues;Information Science and Computing;Programming & Software Development;Wiley;Online
JSCM;1523-2409;1745-493X;10.1111/(ISSN)1745-493X;JOURNAL OF SUPPLY CHAIN MANAGEMENT;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-493X;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-493X/issues;Business, Economics, Finance and Accounting    ;Production Operations Management;Blackwell;Print & Online
JSCH;1059-4329;1540-5818;10.1111/(ISSN)1540-5818;JOURNAL OF SUPREME COURT HISTORY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-5818;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-5818/issues;Humanities and Social Sciences;US History;Blackwell;Print & Online
JSO;0022-4790;1096-9098;10.1002/(ISSN)1096-9098;JOURNAL OF SURGICAL ONCOLOGY;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9098;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9098/issues;Medical, Veterinary and Health Sciences;Oncology & Radiotherapy;Wiley;Print & Online
JSY;0909-0495;1600-5775;10.1111/(ISSN)1600-5775;JOURNAL OF SYNCHROTRON RADIATION (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-5775;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-5775/issues;Chemistry   ;Crystallography;Blackwell;Online
JSE;1674-4918;1759-6831;10.1111/(ISSN)1759-6831;JOURNAL OF SYSTEMATICS EVOLUTION;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1759-6831;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1759-6831/issues;Life Sciences;Evolution;Blackwell;Print & Online
JTXS;0022-4901;1745-4603;10.1111/(ISSN)1745-4603;JOURNAL OF TEXTURE STUDIES (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-4603;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-4603/issues;Chemistry   ;General & Introductory Food Science & Technology;Blackwell;Online
JAAN;2327-6886;2327-6924;10.1002/(ISSN)2327-6924;JOURNAL OF THE AMERICAN ASSOCIATION OF NURSE PRACTITIONERS;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2327-6924;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2327-6924/issues;Medical, Veterinary and Health Sciences;Nurse Practitioners;Blackwell;Print & Online
JACE;0002-7820;1551-2916;10.1111/(ISSN)1551-2916;JOURNAL OF THE AMERICAN CERAMIC SOCIETY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1551-2916;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1551-2916/issues;Polymers and Materials Science;Ceramics;Blackwell;Print & Online
ASI;1532-2882;1532-2890;10.1002/(ISSN)1532-2890;JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION  SCIENCE AND TECHNOLOGY;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1532-2890;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1532-2890/issues;Information Science and Computing;General & Introductory Computer Science;Wiley;Print & Online
JAWR;1093-474X;1752-1688;10.1111/(ISSN)1752-1688;JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1752-1688;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1752-1688/issues;Engineering ;Environmental Science;Blackwell;Print & Online
2600;0009-4536;2192-6549;10.1002/(ISSN)2192-6549;JOURNAL OF THE CHINESE CHEMICAL SOCIETY  (ELECTRONIC);http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2192-6549;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2192-6549/issues;Chemistry;General & Introductory Chemistry;Wiley;Online
JDV;0926-9959;1468-3083;10.1111/(ISSN)1468-3083;JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY & VENEREOLOGY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-3083;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-3083/issues;Medical, Veterinary and Health Sciences;Dermatology;Blackwell;Print & Online
JEEA;1542-4766;1542-4774;10.1111/(ISSN)1542-4774;JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1542-4774;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1542-4774/issues;Humanities and Social Sciences;General & Introductory Economics;Blackwell;Print & Online
JEAB;0022-5002;1938-3711;10.1002/(ISSN)1938-3711;JOURNAL OF THE EXPERIMENTAL ANALYSIS OF BEHAVIOR;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1938-3711;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1938-3711/issues;Psychology;Psychology General;Wiley;Print & Online
JHIS;1529-921X;1540-5923;10.1111/(ISSN)1540-5923;THE JOURNAL OF THE HISTORICAL SOCIETY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-5923;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1540-5923/issues;Humanities and Social Sciences;General & Introductory History;Blackwell;Print & Online
JHBS;0022-5061;1520-6696;10.1002/(ISSN)1520-6696;JOURNAL OF THE HISTORY OF THE BEHAVIORAL SCIENCES;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6696;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6696/issues;Psychology;General & Introductory History;Wiley;Print & Online
JIB;0046-9750;2050-0416;10.1002/(ISSN)2050-0416;JOURNAL OF THE INSTITUTE OF BREWING;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2050-0416;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2050-0416/issues;Chemistry   ;General & Introductory Food Science & Technology;Wiley;Print & Online
JNS;1085-9489;1529-8027;10.1111/(ISSN)1529-8027;JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1529-8027;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1529-8027/issues;Medical, Veterinary and Health Sciences;Neurology;Blackwell;Print & Online
JRAI;1359-0987;1467-9655;10.1111/(ISSN)1467-9655;THE JOURNAL OF THE ROYAL ANTHROPOLOGICAL INSTITUTE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9655;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9655/issues;Humanities and Social Sciences;General & Introductory Anthropology;Blackwell;Print & Online
RSSA;0964-1998;1467-985X;10.1111/(ISSN)1467-985X;JOURNAL OF THE ROYAL STATISTICAL SOCIETY: SERIES A (STATISTICS IN SOCIETY);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-985X;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-985X/issues;Mathematics and Statistics;Applied Probability & Statistics;Blackwell;Print & Online
RSSB;1369-7412;1467-9868;10.1111/(ISSN)1467-9868;JOURNAL OF THE ROYAL STATISTICAL SOCIETY: SERIES B (STATISTICAL METHODOLOGY);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9868;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9868/issues;Mathematics and Statistics;Probability & Mathematical Statistics;Blackwell;Print & Online
RSSC;0035-9254;1467-9876;10.1111/(ISSN)1467-9876;JOURNAL OF THE ROYAL STATISTICAL SOCIETY: SERIES C (APPLIED STATISTICS);http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9876;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9876/issues;Mathematics and Statistics;Applied Probability & Statistics;Blackwell;Print & Online
JSFA;0022-5142;1097-0010;10.1002/(ISSN)1097-0010;JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0010;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0010/issues;Chemistry   ;General & Introductory Food Science & Technology;Wiley;Print & Online
JSID;1071-0922;1938-3657;10.1002/(ISSN)1938-3657;JOURNAL OF THE SOCIETY FOR INFORMATION DISPLAY;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1938-3657;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1938-3657/issues;Information Science and Computing;Electrical Engineering - Displays;Wiley;Print & Online
JWAS;0893-8849;1749-7345;10.1111/(ISSN)1749-7345;JOURNAL OF THE WORLD AQUACULTURE SOCIETY;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1749-7345;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1749-7345/issues;Earth and Environmental Science;Aquaculture;Blackwell;Print & Online
JTH;1538-7933;1538-7836;10.1111/(ISSN)1538-7836;JOURNAL OF THROMBOSIS AND HAEMOSTASIS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1538-7836;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1538-7836/issues;Medical, Veterinary and Health Sciences;Hematology;Blackwell;Print & Online
JTSA;0143-9782;1467-9892;10.1111/(ISSN)1467-9892;JOURNAL OF TIME SERIES ANALYSIS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9892;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9892/issues;Mathematics and Statistics;Time Series;Blackwell;Print & Online
TERM;1932-6254;1932-7005;10.1002/(ISSN)1932-7005;JOURNAL OF TISSUE ENGINEERING AND REGENERATIVE  MEDICINE;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1932-7005;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1932-7005/issues;Medical, Veterinary and Health Sciences;Cell Therapies & Tissue Engineering;Wiley;Print & Online
JTS;0894-9867;1573-6598;10.1002/(ISSN)1573-6598;JOURNAL OF TRAUMATIC STRESS;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1573-6598;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1573-6598/issues;Psychology;Clinical Psychology;Wiley;Print & Online
JTM;1195-1982;1708-8305;10.1111/(ISSN)1708-8305;JOURNAL OF TRAVEL MEDICINE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1708-8305;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1708-8305/issues;Medical, Veterinary and Health Sciences;Travel / Tropical Medicine;Blackwell;Print & Online
JUAF;0735-2166;1467-9906;10.1111/(ISSN)1467-9906;JOURNAL OF URBAN AFFAIRS;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9906;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-9906/issues;Humanities and Social Sciences;General & Introductory Urban Studies;Blackwell;Print & Online
JVS;1100-9233;1654-1103;10.1111/(ISSN)1654-1103;JOURNAL OF VEGETATION SCIENCE;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1654-1103;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1654-1103/issues;Earth and Environmental Science;Ecology & Organismal Biology;Blackwell;Print & Online
