title;issn;eissn;pid;lien
Lettere Al Nuovo Cimento Series 2;0375-930X;1827-613X;11545;http://link.springer.com/journal/11545
Letters in Mathematical Physics;0377-9017;1573-0530;11005;http://link.springer.com/journal/11005
Letters in Spatial and Resource Sciences;1864-4031;1864-404X;12076;http://link.springer.com/journal/12076
Leviathan;0340-0425;1861-8588;11578;http://link.springer.com/journal/11578
Lifetime Data Analysis;1380-7870;1572-9249;10985;http://link.springer.com/journal/10985
Lightweight Design;1865-4819;2192-8738;35725;http://link.springer.com/journal/35725
Limnology;1439-8621;1439-863X;10201;http://link.springer.com/journal/10201
Linguistics and Philosophy;0165-0157;1573-0549;10988;http://link.springer.com/journal/10988
Lipids;0024-4201;1558-9307;11745;http://link.springer.com/journal/11745
Lipids in Health and Disease;;1476-511X;12944;http://link.springer.com/journal/12944
Lithology and Mineral Resources;0024-4902;1608-3229;10987;http://link.springer.com/journal/10987
Lithuanian Mathematical Journal;0363-1672;1573-8825;10986;http://link.springer.com/journal/10986
Liverpool Law Review;0144-932X;1572-8625;10991;http://link.springer.com/journal/10991
LO SCALPELLO-OTODI Educational;0390-5276;1970-6812;11639;http://link.springer.com/journal/11639
Lobachevskii Journal of Mathematics;1995-0802;1818-9962;12202;http://link.springer.com/journal/12202
Logic and Analysis;1863-3617;1863-3625;11813;http://link.springer.com/journal/11813
Logica Universalis;1661-8297;1661-8300;11787;http://link.springer.com/journal/11787
Logistics Research;1865-035X;1865-0368;12159;http://link.springer.com/journal/12159
"Longevity &amp; Healthspan";;2046-2395;13685;http://link.springer.com/journal/13685
Lung;0341-2040;1432-1750;408;http://link.springer.com/journal/408
Maatwerk;1567-6587;1876-6021;12459;http://link.springer.com/journal/12459
Machine Learning;0885-6125;1573-0565;10994;http://link.springer.com/journal/10994
Machine Translation;0922-6567;1573-0573;10590;http://link.springer.com/journal/10590
Machine Vision and Applications;0932-8092;1432-1769;138;http://link.springer.com/journal/138
Macromolecular Research;1598-5032;2092-7673;13233;http://link.springer.com/journal/13233
Magnetic Resonance Materials in Physics, Biology and Medicine;0968-5243;1352-8661;10334;http://link.springer.com/journal/10334
Malaria Journal;;1475-2875;12936;http://link.springer.com/journal/12936
Mammalian Genome;0938-8990;1432-1777;335;http://link.springer.com/journal/335
Management International Review;0938-8249;1861-8901;11575;http://link.springer.com/journal/11575
Mangroves and Salt Marshes;1386-3509;1572-977X;11000;http://link.springer.com/journal/11000
Manuelle Medizin;0025-2514;1433-0466;337;http://link.springer.com/journal/337
Manuscripta Mathematica;0025-2611;1432-1785;229;http://link.springer.com/journal/229
MAPAN;0970-3950;0974-9853;12647;http://link.springer.com/journal/12647
Marine Biodiversity;1867-1616;1867-1624;12526;http://link.springer.com/journal/12526
Marine Biology;0025-3162;1432-1793;227;http://link.springer.com/journal/227
Marine Biotechnology;1436-2228;1436-2236;10126;http://link.springer.com/journal/10126
Marine Geophysical Research;0025-3235;1573-0581;11001;http://link.springer.com/journal/11001
Maritime Studies;;2212-9790;40152;http://link.springer.com/journal/40152
Marketing Letters;0923-0645;1573-059X;11002;http://link.springer.com/journal/11002
Marketing Review St. Gallen;1865-6544;1865-7516;11621;http://link.springer.com/journal/11621
Materials and Structures;1359-5997;1871-6873;11527;http://link.springer.com/journal/11527
Materials for Renewable and Sustainable Energy;2194-1459;2194-1467;40243;http://link.springer.com/journal/40243
Materials Research Innovations;1432-8917;1433-075X;10019;http://link.springer.com/journal/10019
Materials Science;1068-820X;1573-885X;11003;http://link.springer.com/journal/11003
Materials Science-Poland;2083-1331;2083-134X;13536;http://link.springer.com/journal/13536
Maternal and Child Health Journal;1092-7875;1573-6628;10995;http://link.springer.com/journal/10995
Mathematica Slovaca;0139-9918;1337-2211;12175;http://link.springer.com/journal/12175
Mathematical Geosciences;1874-8961;1874-8953;11004;http://link.springer.com/journal/11004
Mathematical Methods of Operations Research;1432-2994;1432-5217;186;http://link.springer.com/journal/186
Mathematical Methods of Statistics;1066-5307;1934-8045;12004;http://link.springer.com/journal/12004
Mathematical Models and Computer Simulations;2070-0482;2070-0490;12608;http://link.springer.com/journal/12608
Mathematical Notes;0001-4346;1573-8876;11006;http://link.springer.com/journal/11006
Mathematical Physics, Analysis and Geometry;1385-0172;1572-9656;11040;http://link.springer.com/journal/11040
Mathematical Programming;0025-5610;1436-4646;10107;http://link.springer.com/journal/10107
Mathematical Programming Computation;1867-2949;1867-2957;12532;http://link.springer.com/journal/12532
Mathematical Sciences;2008-1359;2251-7456;40096;http://link.springer.com/journal/40096
Mathematics and Financial Economics;1862-9679;1862-9660;11579;http://link.springer.com/journal/11579
Mathematics Education Research Journal;1033-2170;2211-050X;13394;http://link.springer.com/journal/13394
Mathematics in Computer Science;1661-8270;1661-8289;11786;http://link.springer.com/journal/11786
Mathematics of Control, Signals, and Systems;0932-4194;1435-568X;498;http://link.springer.com/journal/498
Mathematische Annalen;0025-5831;1432-1807;208;http://link.springer.com/journal/208
Mathematische Semesterberichte;0720-728X;1432-1815;591;http://link.springer.com/journal/591
Mathematische Zeitschrift;0025-5874;1432-1823;209;http://link.springer.com/journal/209
Measurement Techniques;0543-1972;1573-8906;11018;http://link.springer.com/journal/11018
Meccanica;0025-6455;1572-9648;11012;http://link.springer.com/journal/11012
Mechanics of Composite Materials;0191-5665;1573-8922;11029;http://link.springer.com/journal/11029
Mechanics of Solids;0025-6544;1934-7936;11964;http://link.springer.com/journal/11964
Mechanics of Time-Dependent Materials;1385-2000;1573-2738;11043;http://link.springer.com/journal/11043
"Medical &amp; Biological Engineering &amp; Computing";0140-0118;1741-0444;11517;http://link.springer.com/journal/11517
Medical and Surgical Dermatology;0944-5196;1934-2853;533;http://link.springer.com/journal/533
Medical Gas Research;;2045-9912;13618;http://link.springer.com/journal/13618
Medical Microbiology and Immunology;0300-8584;1432-1831;430;http://link.springer.com/journal/430
Medical Molecular Morphology;1860-1480;1860-1499;795;http://link.springer.com/journal/795
Medical Oncology;1357-0560;1559-131X;12032;http://link.springer.com/journal/12032
Medicinal Chemistry Research;1054-2523;1554-8120;44;http://link.springer.com/journal/44
Medicine Studies;1876-4533;1876-4541;12376;http://link.springer.com/journal/12376
Medicine, Health Care and Philosophy;1386-7423;1572-8633;11019;http://link.springer.com/journal/11019
Medisch-Farmaceutische Mededelingen;0168-7670;1876-5971;12461;http://link.springer.com/journal/12461
Mediterranean Journal of Mathematics;1660-5446;1660-5454;9;http://link.springer.com/journal/9
Mediterranean Journal of Nutrition and Metabolism;1973-798X;1973-7998;12349;http://link.springer.com/journal/12349
medizinische genetik;0936-5931;1863-5490;11825;http://link.springer.com/journal/11825
Medizinische Klinik - Intensivmedizin und Notfallmedizin;2193-6218;2193-6226;63;http://link.springer.com/journal/63
Medizinrecht;0723-8886;1433-8629;350;http://link.springer.com/journal/350
Mednet;1568-7716;1876-5963;12462;http://link.springer.com/journal/12462
Memetic Computing;1865-9284;1865-9292;12293;http://link.springer.com/journal/12293
memo - Magazine of European Medical Oncology;1865-5041;1865-5076;12254;http://link.springer.com/journal/12254
"Memory &amp; Cognition";0090-502X;1532-5946;13421;http://link.springer.com/journal/13421
Mental Health Services Research;1522-3434;1573-6636;11020;http://link.springer.com/journal/11020
Metabolic Brain Disease;0885-7490;1573-7365;11011;http://link.springer.com/journal/11011
Metabolomics;1573-3882;1573-3890;11306;http://link.springer.com/journal/11306
Metacognition and Learning;1556-1623;1556-1631;11409;http://link.springer.com/journal/11409
Metal Science and Heat Treatment;0026-0673;1573-8973;11041;http://link.springer.com/journal/11041
Metallography, Microstructure, and Analysis;2192-9262;2192-9270;13632;http://link.springer.com/journal/13632
Metallurgical and Materials Transactions A;1073-5623;1543-1940;11661;http://link.springer.com/journal/11661
Metallurgical and Materials Transactions B;1073-5615;1543-1916;11663;http://link.springer.com/journal/11663
Metallurgist;0026-0894;1573-8892;11015;http://link.springer.com/journal/11015
Metals and Materials International;1598-9623;2005-4149;12540;http://link.springer.com/journal/12540
Metaphysica;1437-2053;1874-6373;12133;http://link.springer.com/journal/12133
Metascience;0815-0796;1467-9981;11016;http://link.springer.com/journal/11016
Meteorology and Atmospheric Physics;0177-7971;1436-5065;703;http://link.springer.com/journal/703
Methodology and Computing in Applied Probability;1387-5841;1573-7713;11009;http://link.springer.com/journal/11009
Methods in Cell Science;1381-5741;1573-0603;11022;http://link.springer.com/journal/11022
Metrika;0026-1335;1435-926X;184;http://link.springer.com/journal/184
METRON;0026-1424;2281-695X;40300;http://link.springer.com/journal/40300
Microbial Cell Factories;;1475-2859;12934;http://link.springer.com/journal/12934
Microbial Ecology;0095-3628;1432-184X;248;http://link.springer.com/journal/248
Microbial Informatics and Experimentation;;2042-5783;13309;http://link.springer.com/journal/13309
Microbiology;0026-2617;1608-3237;11021;http://link.springer.com/journal/11021
Microchimica Acta;0026-3672;1436-5073;604;http://link.springer.com/journal/604
Microfluidics and Nanofluidics;1613-4982;1613-4990;10404;http://link.springer.com/journal/10404
Microgravity Science and Technology;0938-0108;1875-0494;12217;http://link.springer.com/journal/12217
Microsystem Technologies;0946-7076;1432-1858;542;http://link.springer.com/journal/542
Mikrochemie;0369-0261;;12363;http://link.springer.com/journal/12363
Milan Journal of Mathematics;1424-9286;1424-9294;32;http://link.springer.com/journal/32
"Mind &amp; Society";1593-7879;1860-1839;11299;http://link.springer.com/journal/11299
Mindfulness;1868-8527;1868-8535;12671;http://link.springer.com/journal/12671
Minds and Machines;0924-6495;1572-8641;11023;http://link.springer.com/journal/11023
Mine Water and the Environment;1025-9112;1616-1068;10230;http://link.springer.com/journal/10230
Mineral Economics;2191-2203;2191-2211;13563;http://link.springer.com/journal/13563
Mineralium Deposita;0026-4598;1432-1866;126;http://link.springer.com/journal/126
Mineralogy and Petrology;0930-0708;1438-1168;710;http://link.springer.com/journal/710
Minerva;0026-4695;1573-1871;11024;http://link.springer.com/journal/11024
Mitigation and Adaptation Strategies for Global Change;1381-2386;1573-1596;11027;http://link.springer.com/journal/11027
Mobile DNA;;1759-8753;13100;http://link.springer.com/journal/13100
Mobile Networks and Applications;1383-469X;1572-8153;11036;http://link.springer.com/journal/11036
Modern Rheumatology;1439-7595;1439-7609;10165;http://link.springer.com/journal/10165
"Molecular &amp; Cellular Toxicology";1738-642X;2092-8467;13273;http://link.springer.com/journal/13273
Molecular and Cellular Biochemistry;0300-8177;1573-4919;11010;http://link.springer.com/journal/11010
Molecular and Chemical Neuropathology;1044-7393;;12373;http://link.springer.com/journal/12373
Molecular Autism;;2040-2392;13229;http://link.springer.com/journal/13229
Molecular Biology;0026-8933;1608-3245;11008;http://link.springer.com/journal/11008
Molecular Biology Reports;0301-4851;1573-4978;11033;http://link.springer.com/journal/11033
Molecular Biotechnology;1073-6085;1559-0305;12033;http://link.springer.com/journal/12033
Molecular Brain;;1756-6606;13041;http://link.springer.com/journal/13041
Molecular Breeding;1380-3743;1572-9788;11032;http://link.springer.com/journal/11032
Molecular Cancer;;1476-4598;12943;http://link.springer.com/journal/12943
Molecular Cytogenetics;;1755-8166;13039;http://link.springer.com/journal/13039
"Molecular Diagnosis &amp; Therapy";1177-1062;1179-2000;40291;http://link.springer.com/journal/40291
Molecular Diversity;1381-1991;1573-501X;11030;http://link.springer.com/journal/11030
Molecular Engineering;0925-5125;1572-8951;11037;http://link.springer.com/journal/11037
Molecular Genetics and Genomics;1617-4615;1617-4623;438;http://link.springer.com/journal/438
Molecular Genetics, Microbiology and Virology;0891-4168;1934-841X;11965;http://link.springer.com/journal/11965
Molecular Imaging and Biology;1536-1632;1860-2002;11307;http://link.springer.com/journal/11307
Molecular Neurobiology;0893-7648;1559-1182;12035;http://link.springer.com/journal/12035
Molecular Neurodegeneration;;1750-1326;13024;http://link.springer.com/journal/13024
Molecular Pain;;1744-8069;12990;http://link.springer.com/journal/12990
Molecules and Cells;1016-8478;0219-1032;10059;http://link.springer.com/journal/10059
Monatshefte fÃ¼r Chemie - Chemical Monthly;0026-9247;1434-4475;706;http://link.springer.com/journal/706
Monatshefte fÃ¼r Mathematik;0026-9255;1436-5081;605;http://link.springer.com/journal/605
